Score,Summary
4,Awesome
4,Best beef jerky so far
4,LEGENDARY
4,Absolutely one of the best Hard Candies  available
4,Very flavorfull
2,It's been done better.
4,quick delivery
4,Earl Grey Tea + + +
4,GREAT TEA
0,"ZiwiPeak is made in the US, consistency problems"
4,Awesome Cat food
4,"At last, a canned food they will eat!"
4,Kiwi love for cats
4,Neither cat will touch it :( But dogs go wild...5 Star for Dog Food Treat
0,my cats wouldn't eat it...
0,What happened to Claxton Farms Quality???
1,Not like the good ole days
4,fruitcake in June!
0,Very Disappointed
4,Valrhona Manjari 3kg
4,Amazing cooking chocolate
4,Innocence lost
4,Helps me get into Beast Mode...Go Seahawks!!!!!
3,YUM.
4,That is a lot of candy
2,its fresh and really good.
4,skittles are tasty!
4,Childhood taste
0,54OZ bag of SKITTLES
4,Love Skittles this bag was full
4,First time buying candy over the net
4,Tastes like Skittles to me!
0,"Price is high, skittles are skittles"
4,Much better deal nowadays!
0,Only If You Can't...
4,Absolutely Scrumptious
3,"A vey good sampling of goat cheeses, but not Great"
4,Wonderful Cheese
4,Delicious Selection
4,Heartier And Better Than I Expected
4,Yummy
4,"Not real veggies, but a really good 'better' than chips snack"
3,"Good flavor, a little misleading"
4,Best Kitty Cookies Ever
0,A Big Ripoff!
4,Great food for senior dogs
3,Works well with my old snaggle-toothed dog
4,Bil-Jac wins hands down
2,I'm somewhat distressed.
3,Very Good!
4,From a person with a very limited diet
0,Not a Gluten Free Product
3,"Good taste, but texture takes a little getting used to."
1,Yuck!
0,A Gluten Free Ewweee.
4,I love these!
4,Great Gluten Free Cookies
2,Not too bad
4,My girl's love these!
1,Weird texture; too dry and crumbly...
0,Taste like dirt
0,DIsgusting -- gave me an instant headache!
4,Best cookie bar ever
3,"great for restricted diets, kids like"
4,finally something for those of us on restricted diets!!
3,Great for Gluten Free and No White Sugar
4,So good -and good for you too.
4,Great for those on a limited diet
0,Just Terrible.
0,I threw them away
4,Makes a nice gluten-free strawberry shortcake.
4,Nana Banana - a delicious gluten-free treat for kids or adults!
4,a Chocolate treat
2,Disappointed in texture
0,price keeps increasing. . .
4,Great Gluten-Free Snack
4,I Don't Have Any  Food Allergies
3,Great snack for on-the-go!
4,Yummm!
4,best GFCFEFSF cookie
4,Great for GFCFSF diet
4,great snack
4,Love Nana's No No's!
1,too dry
0,Don't do The Bars
4,delish!
3,These were good but small
4,One of my favorites...
2,"Moderately tasty, gluten free"
4,"Fudgy Wudgy's with milk, always good!"
4,Our daughter LOVES these cookie bars!
1,cookies
4,Great snack for toddlers
4,So Yummy!!
4,My son loves these cookie bars!
3,Cookies you don't have to feel guilty about eating!
2,"Good, but not the best of the Nana's varieties"
0,Don't do it!!
4,love it
4,My children love these!
4,My kids LOVE them
0,I LOVE the others NOT the Bars
0,not gluten free
0,NOT GLUTEN FREE!
4,Nanas cookies
1,not what I expected
2,Ingredients are not up to date!
0,Dry as a Bone
4,12 gallon plastic fermenting pail
1,More of a trashcan
4,the best
4,Much better than garlic powder!
4,Garlic granules
4,"Love, love, love"
4,Great first food
4,Great first food
4,Great first food
4,Passed the Taste Test
3,Worthwhile treats
4,Community is the best
2,not as good as it usually is
0,How many cans do you get?
4,Yum!
4,Sunchang Gochujang Paste
4,Very watermelon flavored!
0,OLD AND STALE!
4,Great hard sour candy
4,Cry Baby Tears
0,"Awful shipping standards, harsh taste."
4,Works great in my espresso machine
3,Great for our dogs!
0,unless you want to pick dog poop off the floor...I don't recommend
4,Great Dog Food!
1,"Dog will eat it, but poop like crazy!"
0,"False Advertising, Terrible Dog Food!!"
1,"Dog loves it, but it doesn't love him"
4,Love these!
4,Easy Sour Cream and Chives Potatoes
4,Surprisingly tasty
4,Fresh Unsweetened Tea On Demand
3,Makes strong Tea
4,Convenient and tasty too!
4,"Too Strong, so Make More"
4,Great tea
4,perfect ice tea
4,perfect unsweet tea
4,Love it!
0,Different
4,Arrived quickly
4,Perfect for Dieters on a Hot Day
0,Very Bitter Tea
1,This is terrible tea
2,Might as well chew it....
4,The BEST dog food!!
4,the best tasting turkish delight
2,Contains CHICKEN
4,Great Greenie alternative!
4,My dog loves them!
4,"Low calorie, tooth friendly, and my dog loves them"
4,My dog loves these healthy treats!
4,Love these
4,My dog really likes these
4,Low Calorie Dental Sticks
4,My dog loves them.
4,My dog loves them
4,great dog treat
4,yummy~
1,my dog threw up
0,bad review
4,Get Naked Doggie Dental Sticks....
4,Great
3,Nice stick without added weight
4,My picky eater likes these
0,Not So Much
0,dogs didn't like it
2,DOG TREAT
4,The best of the energy chews!
4,Great for endurance athletes
4,Honey Stinger Chews make the difference!
4,YUMMY!
4,Good stuff
4,Best Thing On The Trail
4,I use them for marathons
4,Love these!!!
4,these are great!
4,Love these energy chews!
3,"Great, but special?  I'm not so sure."
4,So yummy
4,Tasty Treats on the Trail
4,Awesome!
4,Sweet as honey!
4,Great
2,Good substitute for candy but Sharkies are healthier
4,Most awesome tasting Energy Chews we have found!
2,Skip this if you don't want to Bonk!
3,Good For Hiking
1,Tasty
4,TASTES GREAT
4,Yummy
4,"Not too sticky, great for long runs!"
4,Quite tasty!
4,AWESOME !!!
4,Energy +
4,Great for Marathon Training
4,Best tasting energy boost
4,Great tasting with help keeping energy up.
4,Highly Recommend This Product
4,"Great energy sustainer, tastes delicious & no caffeine!"
4,Great stuff
4,Sweet and delish
4,Excelent product !!
3,"Love these, but only got 11 of 12 packets."
4,Honey Stingers....the perfect natural energy
3,Mmmm mmm good
4,Makes a perfect soup base!
4,Better than it looks...
3,Serve On the Rocks
3,"Good ""natural"" soda"
2,"Nice Flavor, but Not Much To It"
2,"A healthier alternative to soda, but not overly original"
3,Bright and effervescent
3,A nice blend
3,"Quite refreshing, great taste"
3,Pretty Good...
2,Not for me...
2,"Tasty, but I'm not planning to switch"
3,very different...
3,Not to sweet thirst quencher
4,Great alternative to orange soda
4,"A Tasty, Enjoyable Pure Juice Carbonated Drink"
4,Nice Drink
3,Bubbly Tangerine slice refreshment
2,Just OK
1,Bubble liquid
2,Gets an A-plus for 100% juice and no HFCS
3,very popular at my house
2,"Too much orange, not enough tangerine."
0,Artificial tasting
3,Excellent choice
3,Nice tasting drink
0,"Too sweet, too expensive, too much packaging"
3,Sweet and definitely full of tangerine goodness~
3,Flavor with fizz
3,Good stuff
1,Tastes like an energy drink
2,No point in having carbonated juice
2,Orange-Tangerine Carbonated Fruit Drink
3,"Tangy and Pleasingly ""Real"""
4,carbonated juice beats sodas
3,Soda Juice II
1,It was - Ok...
1,"Didn't like the flavor, aftertaste, or quantity"
4,Suprisingly rich flavor
4,Really Good
4,Tastes like Orange Crush but without the Sugar/Corn Syrup
4,AN EXTREMELY PLEASANT CARBONATED DRINK!
2,Tastes Like Carbonated Tang
0,Small can
2,Not for me
2,Fizzy Citrus
3,"Fruity and bubbly, not so orangy"
3,Better than expected
3,If only it were diet too!
2,"It's OK, but I prefer the Tropicana version."
2,A tad syrupy
4,Great taste - not overly sweet
2,A decent diversion if you're tired of colas...
2,"""Switch"" to a ""Real"" Energy Drink"
3,Sweet fizzy juice product
3,Tasty but too petite for me.
4,This drink is perfect and that's just that
3,Yum - carbonated fruit juice
4,"Surprisingly good for a ""soda""..."
2,"Decent enough, but pricey"
2,Overly sweet orange soda
3,"A Tasty, Mildly Carbonated Fruit Juice Soda"
2,kind of like faygo or slice
3,Switch to The Switch
3,Good alternative to regular orange soda
1,tinged with vitamin C
0,"Metallic, Sweet, Bad Aftertaste"
4,Great orange soda without being too sweet
3,Kids love it this healthy choice
2,Nothing Special
4,Really VERY tasty!
3,"It's good, but pretty much tastes like orange soda."
2,Just Pretty Good
3,"Different, Maybe Better"
3,The motto of this drink fits
1,High Sugar + Acidic Taste =  Not Ready to Make the Switch
3,"tasty, lightly carbonated, good alternative for soda-pop"
3,Mostly good
3,Drink healthier without the YUCKY taste..but at cost.
3,Very Tasty Soda Alternative
4,Makes your mouth happy....and bubbly
2,"Ho-Hum, It's OK."
3,Good tasting orange soda
3,Very good!
0,Like an Orange juice
3,Great flavor.
2,Not what I expected
3,Really good flavor.  Surprisingly soda-like for being a juice product.
3,Not bad
4,My favorite flavor
2,"Not too sweet, but not full juice taste"
3,ONE OF THE BETTER SPARKLING JUICES
4,Our family is a huge fan of IZZE and this was right in line with that. The flavor was not too sweet and refreshing. My favorite
1,"Nothing like they promise, rather nasty tasting"
2,Nothing special
4,wonderful
3,Sweet and delicious!
3,Light and refreshing
2,More Like Liquid Candy in a Can!
3,Orange Soda Flavor with Real Fruit Juice
4,"Awesome taste, and healthy too!!!"
2,"Great ""natural"" orange taste, tough price"
2,"Switch has true tangerine-orange flavors but it's too sweet despite having ""no added sugars""."
3,Apfelsaftschorle for Americans
1,Switch?  Ummm ... no.
4,The true un-soda
3,"Nothing earth-shattering; I enjoyed it, though it lacks bite"
1,Not the best Switch Flavor
0,Thick Drink with a Strange Taste
2,It's an ok drink
4,TOTALLY DELICIOUS
3,Sugar-free version needed. . .
2,A bit too sweet for my taste
4,100% Delicious
2,"Tastes good, but pay attention to the labels!"
2,Not as advertised
0,sickening sweet
3,Truly tastes like a tangerine....
1,Kind of taste like a cheap champagne!!!
4,"AWESOME! Soda, enriched water alternative - Tastes GREAT!"
4,Sweet treat!
3,"Pleasing Orange Soda, A Tad Pricy but worth it"
2,"good, ok, maybe"
4,"Flavorful, and good!"
4,Glorious
2,The New Juice
4,A flavor winner
3,Very nice tangerine soda
3,"A Carbonated Juice That Tastes Like Orange Soda with a Tangy Tangerine Chaser, Fleshed Out by Filler Juices"
2,Just OK for me
2,A drink without a category
4,"Like ""orange"" soda, only way better!"
1,Did not deliver on the hype
3,Refreshingly Lite Natural Drink
1,Not as tasty as it could be
2,OK but not my fav
2,"A little funky, but not bad."
1,"Pricey sugar, okay taste"
3,Good taste but high in calorie
4,Oranginaish
2,"Good flavor, small serving, high in calories"
2,"Not A Bad Alternative To Soda, But Not A Great One Either"
1,Carbonated orange juice in a can
1,"Not a fan, has an odd taste - Carbonation in minimal"
2,The Switch vs. Soda
2,Not terrible ... but I'd rather just have orange juice
4,Tasty & Not Too Sweet
0,"Syrupy tasting, Unlikeable flavor. Yuk!"
3,Enjoyable
3,Refreshing
4,Great Alternative to Soda
4,REFRESHING ORANGE JUICE DRINK WITH A KICK
3,Tasty for what it's not
2,Tasty Carbonated Orange Juice
4,Tastes Good and Healthy and Bubbly
3,Not a Fruit Substitute
4,Delicious
3,It's All Juice and It's All Fun!
2,Tasted pretty much like Orange soda.
1,It is tart!
4,Tasty orange flavored beverage
3,Tasty but expensive
2,Not that great...
2,Was not a hit at our house...
2,"Great taste, but ---"
2,"Tangy, less sweet"
3,Unique and pleasing taste
2,Great Surprise
1,Not my favorite
3,Tangerine juice soda
4,Refreshing & Natural
4,"Anything Orangey, and tangeriney is worth a try!"
4,I loved it!
1,Not for Me
4,Yummy and fizzy!
4,Amazing Fruit Juice Spritzer
3,"A combination of juice and carbonation, 100% juice, no sugar, no artificial flavors"
2,"Fizzy and Tasty, but nothing special"
3,A good option...
4,Fizzlicious  and tangy
3,Delicious!
4,Great Alternative to High Fructose Corn Syrup Laden Sodas
3,"Tasty refuel after exercise or liven up a lunch; 100% juice, 0% bad stuff"
4,Mona Lisa
2,"Low carbonation, 100% juice"
3,Think a slightly fizzier Orangina....
3,light and refreshing
4,Surprisingly tasty
1,My least favorite of the four I tried
1,Not so good
4,Delicious
4,Great Taste
1,Not good enough for me to make The Switch
3,Light and tasty beverage with no HFCS
2,Tastes good but...
2,Reminiscent of regular orange soda
3,Switch Orange Tangerine - 8.3 Ounce Can
4,Great fruit drink
1,"Decent tasting, but too small and overpriced"
2,"**Odd**Tasting, But Natural!"
1,Not So Bold Soda Alternative
4,tangy orange-y bubbly stuff .... yum!
2,I wish it were either orange or tangerine.
3,very tasty 'natural' soda
2,I wanted to like it more
2,Tasty but Calorific
4,"Tastes almost like a ""regular"" orange/tangerine soda!"
2,Orange Tangerine Switch
0,Too Sweet for This Sugar Freak
1,36g of sugar still there!
0,Lame
4,Yummy!
1,Would Not Switch
2,"Unless you really want Vitamin C in your soda, not really worth it."
4,Delicious
3,yummy!
2,"They need to leave out the sugar, next"
0,Too Sweet
3,"Very good, could be a bit better."
1,"Very harsh, too-sweet flavor."
2,Extra sweet and very carbonated
1,Well it's better than the black cherry anyway
2,Not My Thing; But You Might Enjoy
4,"This is really good, especially if you like 100% juice"
4,Much better than regular soda
3,Interesting switch from soda
1,Medicine-like after taste
4,I loved this drink...
4,The Best Yet
2,A solid juice offering
3,Very refreshing!
2,"""Switch Orange Tagerine""!"
2,Sweet & Fruity
0,"""I'd Rather Fight Than Switch"""
4,A Wish for Guilt Free Flavor
2,"Refreshing, but has Unnatural Aftertaste"
2,Make the Switch to a Healthier Beverage
2,What's it all about???
1,"I had high hopes, am a bit disappointed"
0,Tastes like soap.
3,A ton of tangerine taste - in a tiny can!
3,Smooth flavor
4,Super Satisfying Taste
2,A decent carbonated fruit drink that offers a healthier alternative to normal soda
2,Nothing great about this
1,Too sweet!
2,Nothing special
3,Refreshing!
0,Furniture Polish with an Aftertaste
0,Yuck!
3,Very Juicy Like
3,Surprisingly Good
3,Taste as Advertised
3,Soda Substitute that tastes Similar to the Original
3,All natural refreshment
4,Powerful little drink
1,Tastes like chemicals
2,Switch Flashback to my childhood - bad memories man
2,Interesting. Better than Watermelon.
2,A nice alternative to soda
4,Tasty Orange Soda
2,"Not a soft drink, more like carbonated orange juice"
2,"Fresh, light taste"
4,Excellent excellent excellent
2,Torn
2,"No corn syrup, but way too sweet"
0,I recommend other flavors instead
2,"Crisp, and suprisingly sweet drink, but lots of calories AND pricey"
3,Too sweet to drink uncut.
1,small size and mediocre taste
2,"Switch ""Orange Tangerine"" is misnamed...and perhaps a bit overpriced, and NOT A DIET DRINK!"
0,Yuck!
3,Very Tasty Natural Drink
4,Excellent
4,Excellent!!
2,Ok Soda--like slightly lugubrious tang in a can.
2,Not bad.  Nothing special about it.
2,Never received the product
3,Not bad at all
2,"okay, but..."
1,No.
2,It's all in the numbers...
1,Didn't Taste Great!
2,"No sugar, but not low-calorie"
1,"Too much sugar, too expensive"
3,Switch On
3,A Nice Change
2,Not bad
1,"Questionable ""healthy"" drink..."
2,"It's all natural, but that doesn't mean it's good for you..."
1,To much and not enough...
1,Strange...
2,"Good Ingredients, Weak Taste"
4,Healthy Drink that tastes GREAT
2,Good for sipping - a LOT of sugar!
1,cloying
3,Sweet and Refreshing!
1,A Muddy Orange Flavor
1,Some Things Were Not Meant to be Carbonated
3,Tasty alternative to the usual sodas
2,Just a soda
1,only so-so....
1,Meh...
4,a great soda.....
2,Going beyond sugar water + CO2
4,Nice Fruity Flavor
3,"As Jules from Pulp Fiction would say, this is a tasty beverage!"
2,Pretty good...
3,Great alternative
4,"My Son's Favorite ""Soda"""
2,tangy
4,Great Product!
3,Great Orange Bevvie
3,My kids love it...
3,Nice Alternative
0,"Way, way, WAY too sweet - 29g of suger in a 8.3 oz can, soda doesn't have this much sugar!"
3,Delightfully Delicious & Natural Tasting!
4,Actually tastes like real oranges
3,different than regular soda
1,Too Sweet - Too Late
3,A tangerine drink that doesn't taste watery! Hooray for Switch!
2,"Really, just bubbles and vitamin C"
3,Tasty
4,They got it right
4,Exactly what is claims to be!
3,"Quite tasty & enjoyable, sweet carbonated beverage!"
2,"It's OK, not the best, not the worst"
2,Good but nothing special
2,not bad but not enough zing
4,How I miss the taste of sugar
3,Really Not Too Bad
2,It's Okay
4,Great Taste - Refreshing with or without Ice
4,Excellant!
2,"Not bad, not great"
3,A fine citrus beverage from The Switch
3,Great Taste but not New Taste
3,Not bad..
4,Naturally Delicious
2,Pricey yet surprisingly refreshing!
4,Delicious!  And no aftertaste!
1,"Not Bad, but Not Great"
4,A Uniquely Tasty Beverage
3,"Decent, but tastes a little ""odd"""
3,Refreshing and not too sweet
1,Now that's orange
2,Sweet and Carbonated Like Energy Drinks but Without the Sugar
3,Pretty good
4,Very Good!
2,Too much mint
4,My favorite!
4,I love this tea and so do all my friends
4,great and easy way to buy
0,Contains MSG!
4,Cups work great
3,Great
